,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
12098,b3588 mutant Biolog assay,OD600 growth,Xanthine,0.84,Blattner Laboratory
12099,b3600 mutant Biolog assay,OD600 growth,Xanthine,0.48,Blattner Laboratory
12100,b3603 mutant Biolog assay,OD600 growth,Xanthine,0.62,Blattner Laboratory
12101,b3605 mutant Biolog assay,OD600 growth,Xanthine,0.6,Blattner Laboratory
12102,b3653 mutant Biolog assay,OD600 growth,Xanthine,0.82,Blattner Laboratory
12103,b3671 mutant Biolog assay,OD600 growth,Xanthine,0.74,Blattner Laboratory
12104,b3721 mutant Biolog assay,OD600 growth,Xanthine,1.15,Blattner Laboratory
12105,b3725 mutant Biolog assay,OD600 growth,Xanthine,0.2,Blattner Laboratory
12106,b3731 mutant Biolog assay,OD600 growth,Xanthine,0.82,Blattner Laboratory
12107,b3750 mutant Biolog assay,OD600 growth,Xanthine,0.76,Blattner Laboratory
12108,b3751 mutant Biolog assay,OD600 growth,Xanthine,0.68,Blattner Laboratory
12109,b3771 mutant Biolog assay,OD600 growth,Xanthine,1.35,Blattner Laboratory
12110,b3787 mutant Biolog assay,OD600 growth,Xanthine,0.56,Blattner Laboratory
12111,b3789 mutant Biolog assay,OD600 growth,Xanthine,0.69,Blattner Laboratory
12112,b3806 mutant Biolog assay,OD600 growth,Xanthine,0.75,Blattner Laboratory
12113,b3821 mutant Biolog assay,OD600 growth,Xanthine,0.55,Blattner Laboratory
12114,b3829 mutant Biolog assay,OD600 growth,Xanthine,0.66,Blattner Laboratory
12115,b3831 mutant Biolog assay,OD600 growth,Xanthine,0.95,Blattner Laboratory
12116,b3849 mutant Biolog assay,OD600 growth,Xanthine,0.74,Blattner Laboratory
12117,b3857 mutant Biolog assay,OD600 growth,Xanthine,0.35,Blattner Laboratory
12118,b3860 mutant Biolog assay,OD600 growth,Xanthine,0.79,Blattner Laboratory
12119,b3867 mutant Biolog assay,OD600 growth,Xanthine,0.93,Blattner Laboratory
12120,b3870 mutant Biolog assay,OD600 growth,Xanthine,0.76,Blattner Laboratory
12121,b3892 mutant Biolog assay,OD600 growth,Xanthine,1.01,Blattner Laboratory
12122,b3893 mutant Biolog assay,OD600 growth,Xanthine,0.86,Blattner Laboratory
12123,b3894 mutant Biolog assay,OD600 growth,Xanthine,0.92,Blattner Laboratory
12124,b3902 mutant Biolog assay,OD600 growth,Xanthine,1.07,Blattner Laboratory
12125,b3903 mutant Biolog assay,OD600 growth,Xanthine,0.78,Blattner Laboratory
12126,b3904 mutant Biolog assay,OD600 growth,Xanthine,0.54,Blattner Laboratory
12127,b3908 mutant Biolog assay,OD600 growth,Xanthine,0.62,Blattner Laboratory
12128,b3909 mutant Biolog assay,OD600 growth,Xanthine,0.88,Blattner Laboratory
12129,b3916 mutant Biolog assay,OD600 growth,Xanthine,0.92,Blattner Laboratory
12130,b3917 mutant Biolog assay,OD600 growth,Xanthine,0.85,Blattner Laboratory
12131,b3919 mutant Biolog assay,OD600 growth,Xanthine,0.91,Blattner Laboratory
12132,b3924 mutant Biolog assay,OD600 growth,Xanthine,0.78,Blattner Laboratory
12133,b3925 mutant Biolog assay,OD600 growth,Xanthine,1.21,Blattner Laboratory
12134,b3926 mutant Biolog assay,OD600 growth,Xanthine,1.08,Blattner Laboratory
12135,b3927 mutant Biolog assay,OD600 growth,Xanthine,0.75,Blattner Laboratory
12136,b3930 mutant Biolog assay,OD600 growth,Xanthine,0.88,Blattner Laboratory
12137,b3942 mutant Biolog assay,OD600 growth,Xanthine,0.54,Blattner Laboratory
12138,b3945 mutant Biolog assay,OD600 growth,Xanthine,0.9,Blattner Laboratory
12139,b3952 mutant Biolog assay,OD600 growth,Xanthine,0.58,Blattner Laboratory
12140,b3957 mutant Biolog assay,OD600 growth,Xanthine,0.65,Blattner Laboratory
12141,b3958 mutant Biolog assay,OD600 growth,Xanthine,0.61,Blattner Laboratory
12142,b3959 mutant Biolog assay,OD600 growth,Xanthine,0.48,Blattner Laboratory
12143,b3991 mutant Biolog assay,OD600 growth,Xanthine,0.62,Blattner Laboratory
12144,b3992 mutant Biolog assay,OD600 growth,Xanthine,0.86,Blattner Laboratory
12145,b3993 mutant Biolog assay,OD600 growth,Xanthine,0.59,Blattner Laboratory
12146,b3994 mutant Biolog assay,OD600 growth,Xanthine,0.67,Blattner Laboratory
12147,b4005 mutant Biolog assay,OD600 growth,Xanthine,0.76,Blattner Laboratory
12148,b4006 mutant Biolog assay,OD600 growth,Xanthine,0.88,Blattner Laboratory
12149,b4013 mutant Biolog assay,OD600 growth,Xanthine,0.72,Blattner Laboratory
12150,b4025 mutant Biolog assay,OD600 growth,Xanthine,0.62,Blattner Laboratory
12151,b4033 mutant Biolog assay,OD600 growth,Xanthine,0.74,Blattner Laboratory
12152,b4035 mutant Biolog assay,OD600 growth,Xanthine,0.65,Blattner Laboratory
12153,b4039 mutant Biolog assay,OD600 growth,Xanthine,0.73,Blattner Laboratory
12154,b4041 mutant Biolog assay,OD600 growth,Xanthine,0.74,Blattner Laboratory
12155,b4054 mutant Biolog assay,OD600 growth,Xanthine,0.72,Blattner Laboratory
12156,b4070 mutant Biolog assay,OD600 growth,Xanthine,0.69,Blattner Laboratory
12157,b4071 mutant Biolog assay,OD600 growth,Xanthine,0.45,Blattner Laboratory
12158,b4072 mutant Biolog assay,OD600 growth,Xanthine,0.79,Blattner Laboratory
12159,b4073 mutant Biolog assay,OD600 growth,Xanthine,1.37,Blattner Laboratory
12160,b4090 mutant Biolog assay,OD600 growth,Xanthine,0.6,Blattner Laboratory
12161,b4094 mutant Biolog assay,OD600 growth,Xanthine,0.84,Blattner Laboratory
12162,b4095 mutant Biolog assay,OD600 growth,Xanthine,0.95,Blattner Laboratory
12163,b4096 mutant Biolog assay,OD600 growth,Xanthine,1.6,Blattner Laboratory
12164,b4100 mutant Biolog assay,OD600 growth,Xanthine,0.59,Blattner Laboratory
12165,b4104 mutant Biolog assay,OD600 growth,Xanthine,0.72,Blattner Laboratory
12166,b4105 mutant Biolog assay,OD600 growth,Xanthine,0.74,Blattner Laboratory
12167,b4106 mutant Biolog assay,OD600 growth,Xanthine,0.8,Blattner Laboratory
12168,b4111 mutant Biolog assay,OD600 growth,Xanthine,1.21,Blattner Laboratory
12169,b4117 mutant Biolog assay,OD600 growth,Xanthine,0.9,Blattner Laboratory
12170,b4119 mutant Biolog assay,OD600 growth,Xanthine,0.99,Blattner Laboratory
12171,b4120 mutant Biolog assay,OD600 growth,Xanthine,0.85,Blattner Laboratory
12172,b4129 mutant Biolog assay,OD600 growth,Xanthine,0.85,Blattner Laboratory
12173,b4138 mutant Biolog assay,OD600 growth,Xanthine,1.08,Blattner Laboratory
12174,b4173 mutant Biolog assay,OD600 growth,Xanthine,0.53,Blattner Laboratory
12175,b3091 mutant Biolog assay,OD600 growth,Xanthosine,0.47,Blattner Laboratory
12176,b3093 mutant Biolog assay,OD600 growth,Xanthosine,0.38,Blattner Laboratory
12177,b3132 mutant Biolog assay,OD600 growth,Xanthosine,0.64,Blattner Laboratory
12178,b3137 mutant Biolog assay,OD600 growth,Xanthosine,0.63,Blattner Laboratory
12179,b3161 mutant Biolog assay,OD600 growth,Xanthosine,0.39,Blattner Laboratory
12180,b3172 mutant Biolog assay,OD600 growth,Xanthosine,0.15,Blattner Laboratory
12181,b3213 mutant Biolog assay,OD600 growth,Xanthosine,0.44,Blattner Laboratory
12182,b3224 mutant Biolog assay,OD600 growth,Xanthosine,0.53,Blattner Laboratory
12183,b3225 mutant Biolog assay,OD600 growth,Xanthosine,0.72,Blattner Laboratory
12184,b3236 mutant Biolog assay,OD600 growth,Xanthosine,0.16,Blattner Laboratory
12185,b3265 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12186,b3336 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12187,b3359 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12188,b3396 mutant Biolog assay,OD600 growth,Xanthosine,0.48,Blattner Laboratory
12189,b3403 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12190,b3409 mutant Biolog assay,OD600 growth,Xanthosine,0.42,Blattner Laboratory
12191,b3415 mutant Biolog assay,OD600 growth,Xanthosine,0.36,Blattner Laboratory
12192,b3416 mutant Biolog assay,OD600 growth,Xanthosine,0.47,Blattner Laboratory
12193,b3426 mutant Biolog assay,OD600 growth,Xanthosine,0.35,Blattner Laboratory
12194,b3429 mutant Biolog assay,OD600 growth,Xanthosine,0.42,Blattner Laboratory
12195,b3430 mutant Biolog assay,OD600 growth,Xanthosine,0.39,Blattner Laboratory
12196,b3431 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12197,b3437 mutant Biolog assay,OD600 growth,Xanthosine,0.49,Blattner Laboratory
12198,b3450 mutant Biolog assay,OD600 growth,Xanthosine,0.32,Blattner Laboratory
12199,b3451 mutant Biolog assay,OD600 growth,Xanthosine,0.37,Blattner Laboratory
12200,b3454 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12201,b3456 mutant Biolog assay,OD600 growth,Xanthosine,0.76,Blattner Laboratory
12202,b3500 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12203,b3517 mutant Biolog assay,OD600 growth,Xanthosine,0.18,Blattner Laboratory
12204,b3519 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12205,b3542 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12206,b3543 mutant Biolog assay,OD600 growth,Xanthosine,0.18,Blattner Laboratory
12207,b3544 mutant Biolog assay,OD600 growth,Xanthosine,0.18,Blattner Laboratory
12208,b3551 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12209,b3564 mutant Biolog assay,OD600 growth,Xanthosine,0.15,Blattner Laboratory
12210,b3565 mutant Biolog assay,OD600 growth,Xanthosine,0.13,Blattner Laboratory
12211,b3566 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12212,b3567 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12213,b3568 mutant Biolog assay,OD600 growth,Xanthosine,0.13,Blattner Laboratory
12214,b3571 mutant Biolog assay,OD600 growth,Xanthosine,0.36,Blattner Laboratory
12215,b3572 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12216,b3580 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12217,b3588 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12218,b3600 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12219,b3603 mutant Biolog assay,OD600 growth,Xanthosine,0.18,Blattner Laboratory
12220,b3605 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12221,b3653 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12222,b3671 mutant Biolog assay,OD600 growth,Xanthosine,0.32,Blattner Laboratory
12223,b3721 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12224,b3725 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12225,b3731 mutant Biolog assay,OD600 growth,Xanthosine,0.36,Blattner Laboratory
12226,b3750 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12227,b3751 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12228,b3771 mutant Biolog assay,OD600 growth,Xanthosine,0.53,Blattner Laboratory
12229,b3787 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12230,b3789 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12231,b3806 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12232,b3821 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12233,b3829 mutant Biolog assay,OD600 growth,Xanthosine,0.16,Blattner Laboratory
12234,b3831 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12235,b3849 mutant Biolog assay,OD600 growth,Xanthosine,0.21,Blattner Laboratory
12236,b3857 mutant Biolog assay,OD600 growth,Xanthosine,0.19,Blattner Laboratory
12237,b3860 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12238,b3867 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12239,b3870 mutant Biolog assay,OD600 growth,Xanthosine,0.17,Blattner Laboratory
12240,b3892 mutant Biolog assay,OD600 growth,Xanthosine,0.58,Blattner Laboratory
12241,b3893 mutant Biolog assay,OD600 growth,Xanthosine,0.49,Blattner Laboratory
12242,b3894 mutant Biolog assay,OD600 growth,Xanthosine,0.58,Blattner Laboratory
12243,b3902 mutant Biolog assay,OD600 growth,Xanthosine,0.7,Blattner Laboratory
12244,b3903 mutant Biolog assay,OD600 growth,Xanthosine,0.24,Blattner Laboratory
12245,b3904 mutant Biolog assay,OD600 growth,Xanthosine,0.21,Blattner Laboratory
12246,b3908 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12247,b3909 mutant Biolog assay,OD600 growth,Xanthosine,0.34,Blattner Laboratory
12248,b3916 mutant Biolog assay,OD600 growth,Xanthosine,0.74,Blattner Laboratory
12249,b3917 mutant Biolog assay,OD600 growth,Xanthosine,0.76,Blattner Laboratory
12250,b3919 mutant Biolog assay,OD600 growth,Xanthosine,0.4,Blattner Laboratory
12251,b3924 mutant Biolog assay,OD600 growth,Xanthosine,0.39,Blattner Laboratory
12252,b3925 mutant Biolog assay,OD600 growth,Xanthosine,1.05,Blattner Laboratory
12253,b3926 mutant Biolog assay,OD600 growth,Xanthosine,0.72,Blattner Laboratory
12254,b3927 mutant Biolog assay,OD600 growth,Xanthosine,0.6,Blattner Laboratory
12255,b3930 mutant Biolog assay,OD600 growth,Xanthosine,0.35,Blattner Laboratory
12256,b3942 mutant Biolog assay,OD600 growth,Xanthosine,0.21,Blattner Laboratory
12257,b3945 mutant Biolog assay,OD600 growth,Xanthosine,0.44,Blattner Laboratory
12258,b3952 mutant Biolog assay,OD600 growth,Xanthosine,0.29,Blattner Laboratory
12259,b3957 mutant Biolog assay,OD600 growth,Xanthosine,0.12,Blattner Laboratory
12260,b3958 mutant Biolog assay,OD600 growth,Xanthosine,0.14,Blattner Laboratory
12261,b3959 mutant Biolog assay,OD600 growth,Xanthosine,0.14,Blattner Laboratory
12262,b3991 mutant Biolog assay,OD600 growth,Xanthosine,0.26,Blattner Laboratory
12263,b3992 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12264,b3993 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12265,b3994 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12266,b4005 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12267,b4006 mutant Biolog assay,OD600 growth,Xanthosine,0.29,Blattner Laboratory
12268,b4013 mutant Biolog assay,OD600 growth,Xanthosine,0.16,Blattner Laboratory
12269,b4025 mutant Biolog assay,OD600 growth,Xanthosine,0.29,Blattner Laboratory
12270,b4033 mutant Biolog assay,OD600 growth,Xanthosine,0.27,Blattner Laboratory
12271,b4035 mutant Biolog assay,OD600 growth,Xanthosine,0.32,Blattner Laboratory
12272,b4039 mutant Biolog assay,OD600 growth,Xanthosine,0.29,Blattner Laboratory
12273,b4041 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12274,b4054 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12275,b4070 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12276,b4071 mutant Biolog assay,OD600 growth,Xanthosine,0.25,Blattner Laboratory
12277,b4072 mutant Biolog assay,OD600 growth,Xanthosine,0.39,Blattner Laboratory
12278,b4073 mutant Biolog assay,OD600 growth,Xanthosine,0.31,Blattner Laboratory
12279,b4090 mutant Biolog assay,OD600 growth,Xanthosine,0.24,Blattner Laboratory
12280,b4094 mutant Biolog assay,OD600 growth,Xanthosine,0.3,Blattner Laboratory
12281,b4095 mutant Biolog assay,OD600 growth,Xanthosine,0.48,Blattner Laboratory
12282,b4096 mutant Biolog assay,OD600 growth,Xanthosine,1.59,Blattner Laboratory
12283,b4100 mutant Biolog assay,OD600 growth,Xanthosine,0.22,Blattner Laboratory
12284,b4104 mutant Biolog assay,OD600 growth,Xanthosine,0.23,Blattner Laboratory
12285,b4105 mutant Biolog assay,OD600 growth,Xanthosine,0.4,Blattner Laboratory
12286,b4106 mutant Biolog assay,OD600 growth,Xanthosine,0.28,Blattner Laboratory
12287,b4111 mutant Biolog assay,OD600 growth,Xanthosine,0.38,Blattner Laboratory
12288,b4117 mutant Biolog assay,OD600 growth,Xanthosine,0.61,Blattner Laboratory
12289,b4119 mutant Biolog assay,OD600 growth,Xanthosine,0.72,Blattner Laboratory
12290,b4120 mutant Biolog assay,OD600 growth,Xanthosine,0.32,Blattner Laboratory
12291,b4129 mutant Biolog assay,OD600 growth,Xanthosine,0.2,Blattner Laboratory
12292,b4138 mutant Biolog assay,OD600 growth,Xanthosine,1.01,Blattner Laboratory
12293,b4173 mutant Biolog assay,OD600 growth,Xanthosine,0.29,Blattner Laboratory
12294,b4025 mutant Biolog assay,OD600 growth,D-Alanine,1.68,Blattner Laboratory
12295,b4025 mutant Biolog assay,OD600 growth,L-Valine,0.18999999999999997,Blattner Laboratory
12296,b4025 mutant Biolog assay,OD600 growth,Guanine,0.8350000000000001,Blattner Laboratory
12297,b4025 mutant Biolog assay,OD600 growth,Adenine,0.715,Blattner Laboratory
12298,b4025 mutant Biolog assay,OD600 growth,Thymidine,0.9833333333333334,Blattner Laboratory
12299,b4025 mutant Biolog assay,OD600 growth,L-Cysteine,1.62,Blattner Laboratory
12300,b4025 mutant Biolog assay,OD600 growth,Butyric Acid,0.7999999999999999,Blattner Laboratory
12301,b4025 mutant Biolog assay,OD600 growth,Cytidine,1.865,Blattner Laboratory
12302,b4025 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.63,Blattner Laboratory
12303,b4025 mutant Biolog assay,OD600 growth,Tyramine,0.16499999999999998,Blattner Laboratory
12304,b4025 mutant Biolog assay,OD600 growth,L-Alanine,1.61,Blattner Laboratory
12305,b4025 mutant Biolog assay,OD600 growth,Cytosine,1.3399999999999999,Blattner Laboratory
12306,b4025 mutant Biolog assay,OD600 growth,L-Proline,1.133333333333333,Blattner Laboratory
12307,b4025 mutant Biolog assay,OD600 growth,Uridine,1.2633333333333334,Blattner Laboratory
12308,b4025 mutant Biolog assay,OD600 growth,L-Glutamine,1.2266666666666668,Blattner Laboratory
12309,b4025 mutant Biolog assay,OD600 growth,Adenosine,1.24,Blattner Laboratory
12310,b4025 mutant Biolog assay,OD600 growth,L-Tyrosine,0.7799999999999999,Blattner Laboratory
12311,b4025 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.605,Blattner Laboratory
12312,b4025 mutant Biolog assay,OD600 growth,L-Isoleucine,0.5733333333333333,Blattner Laboratory
12313,b4025 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.16,Blattner Laboratory
12314,b4025 mutant Biolog assay,OD600 growth,L-Arginine,0.7733333333333333,Blattner Laboratory
12315,b4025 mutant Biolog assay,OD600 growth,L-Asparagine,1.1866666666666665,Blattner Laboratory
12316,b4025 mutant Biolog assay,OD600 growth,Putrescine,0.7599999999999999,Blattner Laboratory
12317,b4025 mutant Biolog assay,OD600 growth,Guanosine,0.725,Blattner Laboratory
12318,b4025 mutant Biolog assay,OD600 growth,Glycine,0.8933333333333332,Blattner Laboratory
12319,b4025 mutant Biolog assay,OD600 growth,Inosine,1.08,Blattner Laboratory
12320,b4025 mutant Biolog assay,OD600 growth,L-Homoserine,0.175,Blattner Laboratory
12321,b4025 mutant Biolog assay,OD600 growth,m-Inositol,0.8049999999999999,Blattner Laboratory
12322,b4025 mutant Biolog assay,OD600 growth,L-Leucine,0.5966666666666667,Blattner Laboratory
12323,b4025 mutant Biolog assay,OD600 growth,L-Threonine,0.6633333333333332,Blattner Laboratory
12324,b4025 mutant Biolog assay,OD600 growth,Uracil,0.9299999999999999,Blattner Laboratory
12325,b4025 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.6666666666666667,Blattner Laboratory
12326,b4025 mutant Biolog assay,OD600 growth,L-Serine,1.54,Blattner Laboratory
12327,b4025 mutant Biolog assay,OD600 growth,L-Methionine,0.925,Blattner Laboratory
12328,b4025 mutant Biolog assay,OD600 growth,D-Serine,1.615,Blattner Laboratory
12329,b4025 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.6633333333333332,Blattner Laboratory
12330,b4025 mutant Biolog assay,OD600 growth,L-Tryptophan,0.8899999999999999,Blattner Laboratory
12331,b4025 mutant Biolog assay,OD600 growth,Thymine,0.7899999999999999,Blattner Laboratory
12332,b4025 mutant Biolog assay,OD600 growth,L-Ornithine,0.8033333333333333,Blattner Laboratory
12333,b4025 mutant Biolog assay,OD600 growth,L-Histidine,0.5533333333333333,Blattner Laboratory
12334,b4025 mutant Biolog assay,OD600 growth,L-Lysine,0.7200000000000001,Blattner Laboratory
12335,b4025 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.6333333333333333,Blattner Laboratory
12336,b3600 mutant Biolog assay,OD600 growth,D-Alanine,1.5899999999999999,Blattner Laboratory
12337,b3600 mutant Biolog assay,OD600 growth,L-Valine,0.1366666666666667,Blattner Laboratory
12338,b3600 mutant Biolog assay,OD600 growth,Guanine,0.495,Blattner Laboratory
12339,b3600 mutant Biolog assay,OD600 growth,Adenine,0.65,Blattner Laboratory
12340,b3600 mutant Biolog assay,OD600 growth,Thymidine,0.7833333333333332,Blattner Laboratory
12341,b3600 mutant Biolog assay,OD600 growth,L-Cysteine,1.4033333333333333,Blattner Laboratory
12342,b3600 mutant Biolog assay,OD600 growth,Butyric Acid,0.6699999999999999,Blattner Laboratory
12343,b3600 mutant Biolog assay,OD600 growth,Cytidine,2.065,Blattner Laboratory
12344,b3600 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.095,Blattner Laboratory
12345,b3600 mutant Biolog assay,OD600 growth,Tyramine,0.14,Blattner Laboratory
12346,b3600 mutant Biolog assay,OD600 growth,L-Alanine,1.6133333333333333,Blattner Laboratory
12347,b3600 mutant Biolog assay,OD600 growth,Cytosine,0.9500000000000001,Blattner Laboratory
12348,b3600 mutant Biolog assay,OD600 growth,L-Proline,0.7400000000000001,Blattner Laboratory
12349,b3600 mutant Biolog assay,OD600 growth,Uridine,0.9333333333333332,Blattner Laboratory
12350,b3600 mutant Biolog assay,OD600 growth,L-Glutamine,1.0166666666666666,Blattner Laboratory
12351,b3600 mutant Biolog assay,OD600 growth,Adenosine,0.9733333333333333,Blattner Laboratory
12352,b3600 mutant Biolog assay,OD600 growth,L-Tyrosine,0.59,Blattner Laboratory
12353,b3600 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.185,Blattner Laboratory
12354,b3600 mutant Biolog assay,OD600 growth,L-Isoleucine,0.41333333333333333,Blattner Laboratory
12355,b3600 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.14,Blattner Laboratory
12356,b3600 mutant Biolog assay,OD600 growth,L-Arginine,0.5966666666666667,Blattner Laboratory
12357,b3600 mutant Biolog assay,OD600 growth,L-Asparagine,0.7866666666666666,Blattner Laboratory
12358,b3600 mutant Biolog assay,OD600 growth,Putrescine,0.5633333333333334,Blattner Laboratory
12359,b3600 mutant Biolog assay,OD600 growth,Guanosine,0.715,Blattner Laboratory
12360,b3600 mutant Biolog assay,OD600 growth,Glycine,0.71,Blattner Laboratory
12361,b3600 mutant Biolog assay,OD600 growth,Inosine,1.0066666666666666,Blattner Laboratory
12362,b3600 mutant Biolog assay,OD600 growth,L-Homoserine,0.125,Blattner Laboratory
12363,b3600 mutant Biolog assay,OD600 growth,m-Inositol,0.635,Blattner Laboratory
12364,b3600 mutant Biolog assay,OD600 growth,L-Leucine,0.6433333333333333,Blattner Laboratory
12365,b3600 mutant Biolog assay,OD600 growth,L-Threonine,0.5066666666666666,Blattner Laboratory
12366,b3600 mutant Biolog assay,OD600 growth,Uracil,0.78,Blattner Laboratory
12367,b3600 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.7366666666666666,Blattner Laboratory
12368,b3600 mutant Biolog assay,OD600 growth,L-Serine,1.4566666666666668,Blattner Laboratory
12369,b3600 mutant Biolog assay,OD600 growth,L-Methionine,0.95,Blattner Laboratory
12370,b3600 mutant Biolog assay,OD600 growth,D-Serine,1.06,Blattner Laboratory
12371,b3600 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.5533333333333333,Blattner Laboratory
12372,b3600 mutant Biolog assay,OD600 growth,L-Tryptophan,0.735,Blattner Laboratory
12373,b3600 mutant Biolog assay,OD600 growth,Thymine,0.645,Blattner Laboratory
12374,b3600 mutant Biolog assay,OD600 growth,L-Ornithine,0.57,Blattner Laboratory
12375,b3600 mutant Biolog assay,OD600 growth,L-Histidine,0.4166666666666666,Blattner Laboratory
12376,b3600 mutant Biolog assay,OD600 growth,L-Lysine,0.52,Blattner Laboratory
12377,b3600 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.5833333333333333,Blattner Laboratory
12378,b3588 mutant Biolog assay,OD600 growth,D-Alanine,1.4100000000000001,Blattner Laboratory
12379,b3588 mutant Biolog assay,OD600 growth,L-Valine,0.14333333333333334,Blattner Laboratory
12380,b3588 mutant Biolog assay,OD600 growth,Guanine,0.59,Blattner Laboratory
12381,b3588 mutant Biolog assay,OD600 growth,Adenine,0.775,Blattner Laboratory
12382,b3588 mutant Biolog assay,OD600 growth,Thymidine,0.5833333333333334,Blattner Laboratory
12383,b3588 mutant Biolog assay,OD600 growth,L-Cysteine,1.1633333333333333,Blattner Laboratory
12384,b3588 mutant Biolog assay,OD600 growth,Butyric Acid,0.825,Blattner Laboratory
12385,b3588 mutant Biolog assay,OD600 growth,Cytidine,1.9000000000000001,Blattner Laboratory
12386,b3588 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.135,Blattner Laboratory
12387,b3588 mutant Biolog assay,OD600 growth,Tyramine,0.15000000000000002,Blattner Laboratory
12388,b3588 mutant Biolog assay,OD600 growth,L-Alanine,1.5666666666666667,Blattner Laboratory
12389,b3588 mutant Biolog assay,OD600 growth,Cytosine,0.93,Blattner Laboratory
12390,b3588 mutant Biolog assay,OD600 growth,L-Proline,0.7599999999999999,Blattner Laboratory
12391,b3588 mutant Biolog assay,OD600 growth,Uridine,0.8233333333333333,Blattner Laboratory
12392,b3588 mutant Biolog assay,OD600 growth,L-Glutamine,1.0466666666666666,Blattner Laboratory
12393,b3588 mutant Biolog assay,OD600 growth,Adenosine,1.5899999999999999,Blattner Laboratory
12394,b3588 mutant Biolog assay,OD600 growth,L-Tyrosine,0.72,Blattner Laboratory
12395,b3588 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.18,Blattner Laboratory
12396,b3588 mutant Biolog assay,OD600 growth,L-Isoleucine,0.4433333333333333,Blattner Laboratory
12397,b3588 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.135,Blattner Laboratory
12398,b3588 mutant Biolog assay,OD600 growth,L-Arginine,0.7266666666666667,Blattner Laboratory
12399,b3588 mutant Biolog assay,OD600 growth,L-Asparagine,0.8533333333333334,Blattner Laboratory
12400,b3588 mutant Biolog assay,OD600 growth,Putrescine,0.7233333333333333,Blattner Laboratory
